,AdministrativeDivision,Country,Latitude,Longitude,Deaths,Confirmed,Recovered,Date
0,Maharashtra,India,19.45377788905411,76.12177018861918,8053.0,180298.0,93154.0,2020-07-01
1,Maharashtra,India,19.45377788905411,76.12177018861918,8178.0,186626.0,101172.0,2020-07-02
2,Maharashtra,India,19.45377788905411,76.12177018861918,8376.0,192990.0,104687.0,2020-07-03
3,Maharashtra,India,19.45377788905411,76.12177018861918,8671.0,200064.0,108082.0,2020-07-04
4,Maharashtra,India,19.45377788905411,76.12177018861918,8822.0,206619.0,111740.0,2020-07-05
5,Maharashtra,India,19.45377788905411,76.12177018861918,9026.0,211987.0,115262.0,2020-07-06
6,Maharashtra,India,19.45377788905411,76.12177018861918,9250.0,217121.0,118558.0,2020-07-07
7,Maharashtra,India,19.45377788905411,76.12177018861918,9448.0,223724.0,123192.0,2020-07-08
8,Maharashtra,India,19.45377788905411,76.12177018861918,9667.0,230599.0,127259.0,2020-07-09
9,Maharashtra,India,19.45377788905411,76.12177018861918,9893.0,238461.0,132625.0,2020-07-10
10,Maharashtra,India,19.45377788905411,76.12177018861918,10116.0,246600.0,136985.0,2020-07-11
11,Maharashtra,India,19.45377788905411,76.12177018861918,10289.0,254427.0,140325.0,2020-07-12
12,Maharashtra,India,19.45377788905411,76.12177018861918,10482.0,260924.0,144507.0,2020-07-13
13,Maharashtra,India,19.45377788905411,76.12177018861918,10695.0,267665.0,149007.0,2020-07-14
14,Maharashtra,India,19.45377788905411,76.12177018861918,10928.0,275640.0,152613.0,2020-07-15
15,Maharashtra,India,19.45377788905411,76.12177018861918,11194.0,284281.0,158140.0,2020-07-16
16,Maharashtra,India,19.45377788905411,76.12177018861918,11452.0,292589.0,160357.0,2020-07-17
17,Maharashtra,India,19.45377788905411,76.12177018861918,11596.0,300937.0,165663.0,2020-07-18
18,Maharashtra,India,19.45377788905411,76.12177018861918,11854.0,310455.0,169569.0,2020-07-19
19,Maharashtra,India,19.45377788905411,76.12177018861918,12030.0,318695.0,175029.0,2020-07-20
20,Maharashtra,India,19.45377788905411,76.12177018861918,12276.0,327031.0,182217.0,2020-07-21
21,Maharashtra,India,19.45377788905411,76.12177018861918,12556.0,337607.0,187769.0,2020-07-22
22,Maharashtra,India,19.45377788905411,76.12177018861918,12854.0,347502.0,194253.0,2020-07-23
23,Maharashtra,India,19.45377788905411,76.12177018861918,13132.0,357117.0,199967.0,2020-07-24
24,Maharashtra,India,19.45377788905411,76.12177018861918,13389.0,366368.0,207194.0,2020-07-25
25,Maharashtra,India,19.45377788905411,76.12177018861918,13656.0,375799.0,213238.0,2020-07-26
26,Maharashtra,India,19.45377788905411,76.12177018861918,13883.0,383723.0,221944.0,2020-07-27
27,Maharashtra,India,19.45377788905411,76.12177018861918,13883.0,383723.0,221944.0,2020-07-28
28,Maharashtra,India,19.45377788905411,76.12177018861918,14463.0,400651.0,239755.0,2020-07-29
29,Maharashtra,India,19.45377788905411,76.12177018861918,14729.0,411798.0,248615.0,2020-07-30
30,Maharashtra,India,19.45377788905411,76.12177018861918,14994.0,422118.0,256158.0,2020-07-31
31,Maharashtra,India,19.45377788905411,76.12177018861918,15316.0,431719.0,266883.0,2020-08-01
32,Maharashtra,India,19.45377788905411,76.12177018861918,15576.0,441228.0,276809.0,2020-08-02
33,Maharashtra,India,19.45377788905411,76.12177018861918,15842.0,450196.0,287030.0,2020-08-03
34,Maharashtra,India,19.45377788905411,76.12177018861918,16142.0,457956.0,299356.0,2020-08-04
35,Maharashtra,India,19.45377788905411,76.12177018861918,16476.0,468265.0,305521.0,2020-08-05
36,Maharashtra,India,19.45377788905411,76.12177018861918,16792.0,479779.0,316375.0,2020-08-06
37,Maharashtra,India,19.45377788905411,76.12177018861918,17092.0,490262.0,327281.0,2020-08-07
38,Maharashtra,India,19.45377788905411,76.12177018861918,17367.0,503084.0,338362.0,2020-08-08
39,Maharashtra,India,19.45377788905411,76.12177018861918,17757.0,515332.0,351710.0,2020-08-09
40,Maharashtra,India,19.45377788905411,76.12177018861918,18050.0,524513.0,358421.0,2020-08-10
41,Maharashtra,India,19.45377788905411,76.12177018861918,18306.0,535601.0,368435.0,2020-08-11
42,Maharashtra,India,19.45377788905411,76.12177018861918,18650.0,548313.0,381843.0,2020-08-12
43,Maharashtra,India,19.45377788905411,76.12177018861918,19063.0,560126.0,390958.0,2020-08-13
44,Maharashtra,India,19.45377788905411,76.12177018861918,19427.0,572734.0,401442.0,2020-08-14
45,Maharashtra,India,19.45377788905411,76.12177018861918,19749.0,584754.0,408286.0,2020-08-15
46,Maharashtra,India,19.45377788905411,76.12177018861918,20037.0,595865.0,417123.0,2020-08-16
47,Maharashtra,India,19.45377788905411,76.12177018861918,20265.0,604358.0,428514.0,2020-08-17
48,Maharashtra,India,19.45377788905411,76.12177018861918,20687.0,615477.0,437870.0,2020-08-18
49,Maharashtra,India,19.45377788905411,76.12177018861918,21033.0,628642.0,446881.0,2020-08-19
50,Maharashtra,India,19.45377788905411,76.12177018861918,21359.0,643289.0,459124.0,2020-08-20
51,Maharashtra,India,19.45377788905411,76.12177018861918,21698.0,657450.0,470873.0,2020-08-21
52,Maharashtra,India,19.45377788905411,76.12177018861918,21995.0,671942.0,480114.0,2020-08-22
53,Maharashtra,India,19.45377788905411,76.12177018861918,22253.0,682383.0,488271.0,2020-08-23
54,Maharashtra,India,19.45377788905411,76.12177018861918,22465.0,693398.0,502490.0,2020-08-24
55,Maharashtra,India,19.45377788905411,76.12177018861918,22794.0,703823.0,514790.0,2020-08-25
56,Maharashtra,India,19.45377788905411,76.12177018861918,23089.0,718711.0,522427.0,2020-08-26
57,Maharashtra,India,19.45377788905411,76.12177018861918,23444.0,733568.0,531563.0,2020-08-27
58,Maharashtra,India,19.45377788905411,76.12177018861918,23775.0,747995.0,543170.0,2020-08-28
59,Maharashtra,India,19.45377788905411,76.12177018861918,24103.0,764281.0,554711.0,2020-08-29
60,Maharashtra,India,19.45377788905411,76.12177018861918,24399.0,780689.0,562401.0,2020-08-30
61,Maharashtra,India,19.45377788905411,76.12177018861918,24583.0,792541.0,573559.0,2020-08-31
62,Maharashtra,India,19.45377788905411,76.12177018861918,24903.0,808306.0,584537.0,2020-09-01
63,Maharashtra,India,19.45377788905411,76.12177018861918,25195.0,825739.0,598496.0,2020-09-02
64,Maharashtra,India,19.45377788905411,76.12177018861918,25586.0,843844.0,612484.0,2020-09-03
65,Maharashtra,India,19.45377788905411,76.12177018861918,25964.0,863062.0,625773.0,2020-09-04
66,Maharashtra,India,19.45377788905411,76.12177018861918,26276.0,883862.0,636574.0,2020-09-05
67,Maharashtra,India,19.45377788905411,76.12177018861918,26604.0,907212.0,644400.0,2020-09-06
68,Maharashtra,India,19.45377788905411,76.12177018861918,27027.0,923641.0,659322.0,2020-09-07
69,Maharashtra,India,19.45377788905411,76.12177018861918,27407.0,943772.0,672556.0,2020-09-08
70,Maharashtra,India,19.45377788905411,76.12177018861918,27787.0,967349.0,686462.0,2020-09-09
71,Maharashtra,India,19.45377788905411,76.12177018861918,28282.0,990795.0,700715.0,2020-09-10
72,Maharashtra,India,19.45377788905411,76.12177018861918,28724.0,1015681.0,715023.0,2020-09-11
73,Maharashtra,India,19.45377788905411,76.12177018861918,29115.0,1037765.0,728512.0,2020-09-12
74,Maharashtra,India,19.45377788905411,76.12177018861918,29115.0,1037765.0,728512.0,2020-09-13
75,Maharashtra,India,19.45377788905411,76.12177018861918,29531.0,1060308.0,740061.0,2020-09-14
76,Maharashtra,India,19.45377788905411,76.12177018861918,30409.0,1097856.0,775273.0,2020-09-15
77,Maharashtra,India,19.45377788905411,76.12177018861918,30409.0,1097856.0,775273.0,2020-09-16
78,Maharashtra,India,19.45377788905411,76.12177018861918,30883.0,1121221.0,792832.0,2020-09-17
79,Maharashtra,India,19.45377788905411,76.12177018861918,31351.0,1145840.0,812354.0,2020-09-18
80,Maharashtra,India,19.45377788905411,76.12177018861918,31791.0,1167496.0,834432.0,2020-09-19
81,Maharashtra,India,19.45377788905411,76.12177018861918,32216.0,1188015.0,857933.0,2020-09-20
82,Maharashtra,India,19.45377788905411,76.12177018861918,32671.0,1208642.0,884341.0,2020-09-21
83,Maharashtra,India,19.45377788905411,76.12177018861918,33015.0,1224380.0,916348.0,2020-09-22
84,Maharashtra,India,19.45377788905411,76.12177018861918,33407.0,1242770.0,936554.0,2020-09-23
85,Maharashtra,India,19.45377788905411,76.12177018861918,33886.0,1263799.0,956030.0,2020-09-24
86,Maharashtra,India,19.45377788905411,76.12177018861918,34345.0,1282963.0,973214.0,2020-09-25
87,Maharashtra,India,19.45377788905411,76.12177018861918,34761.0,1300757.0,992806.0,2020-09-26
88,Maharashtra,India,19.45377788905411,76.12177018861918,35191.0,1321176.0,1016450.0,2020-09-27
89,Maharashtra,India,19.45377788905411,76.12177018861918,35751.0,1351153.0,1049947.0,2020-09-28
90,Maharashtra,India,19.45377788905411,76.12177018861918,36181.0,1366129.0,1069159.0,2020-09-29
91,Maharashtra,India,19.45377788905411,76.12177018861918,36662.0,1384446.0,1088322.0,2020-09-30
92,Maharashtra,India,19.45377788905411,76.12177018861918,37056.0,1400922.0,1104426.0,2020-10-01
93,Maharashtra,India,19.45377788905411,76.12177018861918,37480.0,1416513.0,1117720.0,2020-10-02
94,Maharashtra,India,19.45377788905411,76.12177018861918,37758.0,1430861.0,1134555.0,2020-10-03
95,Maharashtra,India,19.45377788905411,76.12177018861918,38084.0,1443409.0,1149603.0,2020-10-04
96,Maharashtra,India,19.45377788905411,76.12177018861918,38347.0,1453653.0,1162585.0,2020-10-05
97,Maharashtra,India,19.45377788905411,76.12177018861918,38717.0,1465911.0,1179726.0,2020-10-06
98,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,15030.0,289935.0,157845.0,2020-07-01
99,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,15351.0,302179.0,162851.0,2020-07-02
100,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,15351.0,310702.0,162851.0,2020-07-03
101,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,15996.0,312530.0,162851.0,2020-07-04
102,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,16078.0,320179.0,175439.0,2020-07-05
103,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,16134.0,323070.0,176494.0,2020-07-06
104,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,16475.0,332708.0,194958.0,2020-07-07
105,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,16788.0,341365.0,199005.0,2020-07-08
106,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,17118.0,349715.0,202967.0,2020-07-09
107,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,17442.0,359110.0,204531.0,2020-07-10
108,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,17702.0,366890.0,211777.0,2020-07-11
109,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,17848.0,371997.0,220974.0,2020-07-12
110,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,17907.0,374607.0,230680.0,2020-07-13
111,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,18324.0,386607.0,240184.0,2020-07-14
112,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,18640.0,393176.0,246941.0,2020-07-15
113,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,19038.0,402048.0,252699.0,2020-07-16
114,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,19377.0,407415.0,255768.0,2020-07-17
115,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,19647.0,412027.0,255768.0,2020-07-18
116,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,19732.0,415049.0,255768.0,2020-07-19
117,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,19788.0,416434.0,282391.0,2020-07-20
118,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,20171.0,422669.0,290346.0,2020-07-21
119,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,20532.0,439446.0,299647.0,2020-07-22
120,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,20894.0,452007.0,299647.0,2020-07-23
121,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,21206.0,452007.0,302176.0,2020-07-24
122,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,21517.0,479481.0,319848.0,2020-07-25
123,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,21606.0,483982.0,328109.0,2020-07-26
124,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,21676.0,487654.0,337434.0,2020-07-27
125,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,21676.0,487654.0,337434.0,2020-07-28
126,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,22389.0,514197.0,344501.0,2020-07-29
127,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,22710.0,529006.0,349287.0,2020-07-30
128,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,22997.0,542304.0,351610.0,2020-07-31
129,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,23236.0,552318.0,363371.0,2020-08-01
130,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,23317.0,558685.0,369859.0,2020-08-02
131,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,23365.0,560218.0,378683.0,2020-08-03
132,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,23702.0,575589.0,383713.0,2020-08-04
133,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,24109.0,585265.0,387918.0,2020-08-05
134,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,24448.0,598670.0,390601.0,2020-08-06
135,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,24735.0,608379.0,391699.0,2020-08-07
136,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,25016.0,621731.0,397653.0,2020-08-08
137,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,25114.0,627126.0,414332.0,2020-08-09
138,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,25151.0,628415.0,426856.0,2020-08-10
139,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,25151.0,628415.0,437647.0,2020-08-11
140,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,25869.0,655181.0,453612.0,2020-08-12
141,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,26324.0,674455.0,457758.0,2020-08-13
142,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,26324.0,674455.0,457758.0,2020-08-14
143,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,26780.0,697530.0,473521.0,2020-08-15
144,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,26852.0,699493.0,487345.0,2020-08-16
145,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,26899.0,702665.0,502107.0,2020-08-17
146,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,27315.0,711530.0,514989.0,2020-08-18
147,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,27591.0,721377.0,524727.0,2020-08-19
148,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,27905.0,730828.0,530780.0,2020-08-20
149,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,28155.0,735960.0,530780.0,2020-08-21
150,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,28392.0,749244.0,547197.0,2020-08-22
151,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,28467.0,754129.0,556798.0,2020-08-23
152,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,28505.0,756480.0,570165.0,2020-08-24
153,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,28912.0,765670.0,579467.0,2020-08-25
154,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,29194.0,776135.0,592537.0,2020-08-26
155,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,29415.0,784453.0,597711.0,2020-08-27
156,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,29694.0,796209.0,598721.0,2020-08-28
157,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,29944.0,801422.0,609618.0,2020-08-29
158,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,29978.0,803404.0,625203.0,2020-08-30
159,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,30014.0,804342.0,644441.0,2020-08-31
160,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,30375.0,814375.0,655747.0,2020-09-01
161,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,30673.0,826331.0,666857.0,2020-09-02
162,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,30905.0,837978.0,668588.0,2020-09-03
163,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,31091.0,845016.0,671574.0,2020-09-04
164,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,31313.0,853085.0,680217.0,2020-09-05
165,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,31353.0,855722.0,690024.0,2020-09-06
166,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,31377.0,857330.0,699451.0,2020-09-07
167,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,31430.0,858783.0,704530.0,2020-09-08
168,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,31821.0,866576.0,717423.0,2020-09-09
169,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,32104.0,874754.0,722025.0,2020-09-10
170,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,32338.0,882809.0,724142.0,2020-09-11
171,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,32567.0,890690.0,733103.0,2020-09-12
172,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,32606.0,892257.0,733103.0,2020-09-13
173,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,32642.0,893349.0,751811.0,2020-09-14
174,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,32963.0,901271.0,763246.0,2020-09-15
175,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,33253.0,909428.0,768169.0,2020-09-16
176,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,33472.0,916821.0,768169.0,2020-09-17
177,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,33678.0,924532.0,770664.0,2020-09-18
178,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,33927.0,931673.0,780448.0,2020-09-19
179,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,33952.0,935300.0,792379.0,2020-09-20
180,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,33984.0,937332.0,803994.0,2020-09-21
181,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,34266.0,945422.0,803994.0,2020-09-22
182,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,34266.0,945422.0,818593.0,2020-09-23
183,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,34677.0,958240.0,821045.0,2020-09-24
184,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,34877.0,964921.0,821045.0,2020-09-25
185,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,35063.0,970888.0,823720.0,2020-09-26
186,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,35108.0,972237.0,831568.0,2020-09-27
187,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,35125.0,973142.0,839142.0,2020-09-28
188,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,35391.0,979519.0,847418.0,2020-09-29
189,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,35622.0,985628.0,855068.0,2020-09-30
190,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,35804.0,991725.0,856453.0,2020-10-01
191,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,35804.0,991725.0,856453.0,2020-10-02
192,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,36136.0,1003429.0,865135.0,2020-10-03
193,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,36178.0,1003902.0,873250.0,2020-10-04
194,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,36220.0,1004579.0,880601.0,2020-10-05
195,SaoPaulo,Brazil,-22.261084077219838,-48.740609086218214,36490.0,1010839.0,888042.0,2020-10-06
196,California,UnitedStates,37.28105574018539,-119.64765211057428,6169.0,238681.0,0.0,2020-07-01
197,California,UnitedStates,37.28105574018539,-119.64765211057428,6265.0,246550.0,0.0,2020-07-02
198,California,UnitedStates,37.28105574018539,-119.64765211057428,6315.0,250514.0,0.0,2020-07-03
199,California,UnitedStates,37.28105574018539,-119.64765211057428,6334.0,252895.0,0.0,2020-07-04
200,California,UnitedStates,37.28105574018539,-119.64765211057428,6373.0,264681.0,0.0,2020-07-05
201,California,UnitedStates,37.28105574018539,-119.64765211057428,6441.0,271035.0,0.0,2020-07-06
202,California,UnitedStates,37.28105574018539,-119.64765211057428,6573.0,284012.0,0.0,2020-07-07
203,California,UnitedStates,37.28105574018539,-119.64765211057428,6718.0,292560.0,0.0,2020-07-08
204,California,UnitedStates,37.28105574018539,-119.64765211057428,6859.0,302484.0,0.0,2020-07-09
205,California,UnitedStates,37.28105574018539,-119.64765211057428,6955.0,310885.0,0.0,2020-07-10
206,California,UnitedStates,37.28105574018539,-119.64765211057428,7027.0,318761.0,0.0,2020-07-11
207,California,UnitedStates,37.28105574018539,-119.64765211057428,7051.0,324543.0,0.0,2020-07-12
208,California,UnitedStates,37.28105574018539,-119.64765211057428,7089.0,333357.0,0.0,2020-07-13
209,California,UnitedStates,37.28105574018539,-119.64765211057428,7250.0,346211.0,0.0,2020-07-14
210,California,UnitedStates,37.28105574018539,-119.64765211057428,7375.0,354885.0,0.0,2020-07-15
211,California,UnitedStates,37.28105574018539,-119.64765211057428,7489.0,364706.0,0.0,2020-07-16
212,California,UnitedStates,37.28105574018539,-119.64765211057428,7603.0,373259.0,0.0,2020-07-17
213,California,UnitedStates,37.28105574018539,-119.64765211057428,7702.0,380745.0,0.0,2020-07-18
214,California,UnitedStates,37.28105574018539,-119.64765211057428,7715.0,386906.0,0.0,2020-07-19
215,California,UnitedStates,37.28105574018539,-119.64765211057428,7770.0,397870.0,0.0,2020-07-20
216,California,UnitedStates,37.28105574018539,-119.64765211057428,7888.0,409305.0,0.0,2020-07-21
217,California,UnitedStates,37.28105574018539,-119.64765211057428,8047.0,421286.0,0.0,2020-07-22
218,California,UnitedStates,37.28105574018539,-119.64765211057428,8201.0,430773.0,0.0,2020-07-23
219,California,UnitedStates,37.28105574018539,-119.64765211057428,8337.0,440185.0,0.0,2020-07-24
220,California,UnitedStates,37.28105574018539,-119.64765211057428,8408.0,446452.0,0.0,2020-07-25
221,California,UnitedStates,37.28105574018539,-119.64765211057428,8448.0,452288.0,0.0,2020-07-26
222,California,UnitedStates,37.28105574018539,-119.64765211057428,8494.0,458121.0,0.0,2020-07-27
223,California,UnitedStates,37.28105574018539,-119.64765211057428,8679.0,470762.0,0.0,2020-07-28
224,California,UnitedStates,37.28105574018539,-119.64765211057428,8908.0,484913.0,0.0,2020-07-29
225,California,UnitedStates,37.28105574018539,-119.64765211057428,9026.0,492934.0,0.0,2020-07-30
226,California,UnitedStates,37.28105574018539,-119.64765211057428,9214.0,500556.0,0.0,2020-07-31
227,California,UnitedStates,37.28105574018539,-119.64765211057428,9345.0,506613.0,0.0,2020-08-01
228,California,UnitedStates,37.28105574018539,-119.64765211057428,9396.0,512175.0,0.0,2020-08-02
229,California,UnitedStates,37.28105574018539,-119.64765211057428,9441.0,516851.0,0.0,2020-08-03
230,California,UnitedStates,37.28105574018539,-119.64765211057428,9684.0,526685.0,0.0,2020-08-04
231,California,UnitedStates,37.28105574018539,-119.64765211057428,9808.0,530606.0,0.0,2020-08-05
232,California,UnitedStates,37.28105574018539,-119.64765211057428,10021.0,541339.0,0.0,2020-08-06
233,California,UnitedStates,37.28105574018539,-119.64765211057428,10133.0,546814.0,0.0,2020-08-07
234,California,UnitedStates,37.28105574018539,-119.64765211057428,10307.0,554388.0,0.0,2020-08-08
235,California,UnitedStates,37.28105574018539,-119.64765211057428,10377.0,559746.0,0.0,2020-08-09
236,California,UnitedStates,37.28105574018539,-119.64765211057428,10476.0,574231.0,0.0,2020-08-10
237,California,UnitedStates,37.28105574018539,-119.64765211057428,10523.0,578946.0,0.0,2020-08-11
238,California,UnitedStates,37.28105574018539,-119.64765211057428,10753.0,591376.0,0.0,2020-08-12
239,California,UnitedStates,37.28105574018539,-119.64765211057428,10870.0,597984.0,0.0,2020-08-13
240,California,UnitedStates,37.28105574018539,-119.64765211057428,11148.0,613101.0,0.0,2020-08-14
241,California,UnitedStates,37.28105574018539,-119.64765211057428,11218.0,617994.0,0.0,2020-08-15
242,California,UnitedStates,37.28105574018539,-119.64765211057428,11243.0,623873.0,0.0,2020-08-16
243,California,UnitedStates,37.28105574018539,-119.64765211057428,11296.0,629415.0,0.0,2020-08-17
244,California,UnitedStates,37.28105574018539,-119.64765211057428,11504.0,638140.0,0.0,2020-08-18
245,California,UnitedStates,37.28105574018539,-119.64765211057428,11690.0,647274.0,0.0,2020-08-19
246,California,UnitedStates,37.28105574018539,-119.64765211057428,11810.0,652267.0,0.0,2020-08-20
247,California,UnitedStates,37.28105574018539,-119.64765211057428,11946.0,658900.0,0.0,2020-08-21
248,California,UnitedStates,37.28105574018539,-119.64765211057428,12131.0,664435.0,0.0,2020-08-22
249,California,UnitedStates,37.28105574018539,-119.64765211057428,12153.0,669280.0,0.0,2020-08-23
250,California,UnitedStates,37.28105574018539,-119.64765211057428,12235.0,675561.0,0.0,2020-08-24
251,California,UnitedStates,37.28105574018539,-119.64765211057428,12382.0,681032.0,0.0,2020-08-25
252,California,UnitedStates,37.28105574018539,-119.64765211057428,12532.0,687004.0,0.0,2020-08-26
253,California,UnitedStates,37.28105574018539,-119.64765211057428,12677.0,691821.0,0.0,2020-08-27
254,California,UnitedStates,37.28105574018539,-119.64765211057428,12805.0,697385.0,0.0,2020-08-28
255,California,UnitedStates,37.28105574018539,-119.64765211057428,12894.0,702038.0,0.0,2020-08-29
256,California,UnitedStates,37.28105574018539,-119.64765211057428,12937.0,705951.0,0.0,2020-08-30
257,California,UnitedStates,37.28105574018539,-119.64765211057428,13022.0,712475.0,0.0,2020-08-31
258,California,UnitedStates,37.28105574018539,-119.64765211057428,13150.0,715617.0,0.0,2020-09-01
259,California,UnitedStates,37.28105574018539,-119.64765211057428,13317.0,721281.0,0.0,2020-09-02
260,California,UnitedStates,37.28105574018539,-119.64765211057428,13493.0,726018.0,0.0,2020-09-03
261,California,UnitedStates,37.28105574018539,-119.64765211057428,13638.0,730662.0,0.0,2020-09-04
262,California,UnitedStates,37.28105574018539,-119.64765211057428,13709.0,735314.0,0.0,2020-09-05
263,California,UnitedStates,37.28105574018539,-119.64765211057428,13731.0,738856.0,0.0,2020-09-06
264,California,UnitedStates,37.28105574018539,-119.64765211057428,13758.0,740965.0,0.0,2020-09-07
265,California,UnitedStates,37.28105574018539,-119.64765211057428,13823.0,744344.0,0.0,2020-09-08
266,California,UnitedStates,37.28105574018539,-119.64765211057428,13983.0,747290.0,0.0,2020-09-09
267,California,UnitedStates,37.28105574018539,-119.64765211057428,14077.0,750961.0,0.0,2020-09-10
268,California,UnitedStates,37.28105574018539,-119.64765211057428,14230.0,754905.0,0.0,2020-09-11
269,California,UnitedStates,37.28105574018539,-119.64765211057428,14327.0,758933.0,0.0,2020-09-12
270,California,UnitedStates,37.28105574018539,-119.64765211057428,14378.0,761728.0,0.0,2020-09-13
271,California,UnitedStates,37.28105574018539,-119.64765211057428,14439.0,765134.0,0.0,2020-09-14
